time_s,target_w,rpm,dc_link_voltage_v,bus_voltage_v,charge_current_a,rectifier_temp_c,buck_temp_c,exhaust_zone_temp_c,throttle_request
249,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
250,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
251,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
252,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
253,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
254,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
255,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
256,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
257,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
258,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
259,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
260,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
261,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
262,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
263,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
264,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
265,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
266,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
267,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
268,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
269,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
270,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
271,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
272,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
273,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
274,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
275,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
276,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
277,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
278,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
279,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
280,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
281,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
282,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
283,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
284,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
285,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
286,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
287,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
288,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
289,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
290,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
291,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
292,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
293,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
294,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
295,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
296,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
297,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
298,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
299,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
300,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
301,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
302,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
303,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
304,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
305,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
306,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
307,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
308,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
309,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
310,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
311,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
312,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
313,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
314,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
315,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
316,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
317,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
318,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
319,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
320,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
321,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
322,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
323,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
324,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
325,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
326,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
327,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
328,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
329,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
330,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
331,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
332,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
333,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
334,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
335,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
336,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
337,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
338,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
339,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
340,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
341,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
342,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
343,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
344,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
345,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
346,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
347,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
348,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
349,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
350,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
351,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
352,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
353,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
354,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
355,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
356,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
357,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
358,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
359,300.0,5230.0,49.5,27.8,10.79136690647482,46.795587123593016,50.08830456808808,92.2505406572667,0.42857142857142855
360,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
361,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
362,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
363,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
364,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
365,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
366,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
367,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
368,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
369,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
370,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
371,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
372,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
373,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
374,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
375,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
376,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
377,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
378,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
379,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
380,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
381,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
382,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
383,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
384,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
385,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
386,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
387,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
388,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
389,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
390,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
391,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
392,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
393,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
394,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
395,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
396,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
397,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
398,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
399,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
400,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
401,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
402,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
403,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
404,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
405,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
406,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
407,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
408,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
409,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
410,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
411,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
412,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
413,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
414,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
415,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
416,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
417,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
418,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
419,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
420,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
421,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
422,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
423,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
424,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
425,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
426,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
427,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
428,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
429,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
430,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
431,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
432,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
433,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
434,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
435,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
436,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
437,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
438,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
439,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
440,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
441,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
442,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
443,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
444,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
445,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
446,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
447,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
448,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
449,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
450,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
451,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
452,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
453,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
454,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
455,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
456,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
457,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
458,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
459,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
460,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
461,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
462,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
463,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
464,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
465,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
466,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
467,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
468,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
469,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
470,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
471,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
472,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
473,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
474,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
475,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
476,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
477,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
478,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
479,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
480,500.0,5850.0,54.5,28.2,17.73049645390071,64.33866758211492,65.38999557673108,127.87821842963562,0.7142857142857143
